user_id,user_name_hashed,email_hashed,signup_date,country,acquisition_channel,age,total_orders,lifetime_value_ltv,last_order_date,first_order_date,recency_days,is_churned
USR_1143,85161bf764384141,a315f50a9ea836d0,2024-04-14 11:52:04.324324,NL,Social Media,57,7,4798.57,2026-04-19 21:09:45.477095,2024-07-03 03:36:54.442888,72,0
USR_1144,3797435fd5502eff,33405b5fc19329da,2024-04-15 05:24:19.459459,DE,Organic,35,2,1910.79,2025-01-23 12:39:36.475295,2024-10-11 07:33:06.877375,523,1
USR_1145,f44e3c790dfd724e,cdd24a81a7dfe034,2024-04-15 22:56:34.594594,DE,Referral,59,6,4124.27,2026-06-26 11:30:11.162232,2025-01-18 01:41:23.776755,4,0
USR_1146,28be987dbafb9a3e,da049676f51fc53d,2024-04-16 16:28:49.729729,CH,Referral,37,5,5678.74,2026-06-04 02:56:52.042408,2024-06-21 00:06:02.952590,26,0
USR_1147,93708218df046fb8,64f10234914ed632,2024-04-17 10:01:04.864864,NL,Social Media,23,3,2344.11,2026-02-05 11:24:08.209641,2025-03-19 10:48:42.344468,145,0
USR_1148,80bc55f34faac401,ad93747a91f037ac,2024-04-18 03:33:20.000000,DE,Referral,29,2,1298.33,2026-02-26 10:09:31.794358,2024-11-27 16:02:06.745349,124,0
USR_1149,0d819dd2c69f8117,aee307a63812d7ca,2024-04-18 21:05:35.135135,DE,Referral,19,5,2440.43,2026-05-11 12:49:06.829365,2024-09-16 11:50:55.571114,50,0
USR_1150,ba26cf40913e4ef2,322fb0be30c263a1,2024-04-19 14:37:50.270270,TR,Social Media,24,5,2788.39,2026-05-22 14:59:01.668333,2024-03-31 20:26:50.242048,39,0
USR_1151,bc662993241a3b7b,36b5e0e3df043c3a,2024-04-20 08:10:05.405405,DE,Referral,33,2,2309.18,2026-01-20 10:56:28.997799,2025-10-13 21:01:41.540308,161,0
USR_1152,3a94991739b96c9c,b62d7d8c4db74a32,2024-04-21 01:42:20.540540,DE,Social Media,20,4,3462.49,2026-06-13 19:18:51.346269,2024-03-12 20:09:50.518103,17,0
USR_1153,3487efc8541e1d38,a2c56c24e0526a19,2024-04-21 19:14:35.675675,NL,Social Media,62,9,6027.57,2026-02-25 21:29:03.468693,2024-02-10 20:35:28.745749,125,0
USR_1154,2042cf27f3b704f0,54e336c2112110d8,2024-04-22 12:46:50.810810,TR,Social Media,20,7,5747.46,2026-02-21 20:18:46.305261,2024-02-02 09:47:55.535107,129,0
USR_1155,1355c3450be78227,71ab66f2a24b454e,2024-04-23 06:19:05.945945,DE,Referral,44,5,3831.3,2026-06-10 02:35:33.066613,2024-09-13 03:34:36.175235,20,0
USR_1156,8a66fabbe4b93b5d,4946f2bd8d572f68,2024-04-23 23:51:21.081081,CH,Organic,60,3,3078.14,2026-02-04 14:16:41.000200,2025-11-18 01:59:49.917983,146,0
USR_1157,8a3f1a84ac1d4b61,461125aa5b344145,2024-04-24 17:23:36.216216,UK,Referral,57,2,3366.95,2025-12-09 21:52:40.712142,2025-08-22 18:28:26.741348,203,1
USR_1158,aa5e8eb1495f16e9,8fae303bfc4d505e,2024-04-25 10:55:51.351351,DE,Referral,55,1,277.96,2025-03-24 09:06:26.717343,2025-03-24 09:06:26.717343,463,1
USR_1159,1fdcab93b7fd0d75,95e2afbbb314e21e,2024-04-26 04:28:06.486486,CH,Organic,50,0,0.0,,,999,1
USR_1160,d6753361a86effba,b175fdee29f4af1c,2024-04-26 22:00:21.621621,NL,Referral,45,5,3033.36,2026-03-31 08:12:17.427485,2024-05-14 20:39:30.714142,91,0
USR_1161,f2411c09061197e4,eecbecea86dfd69f,2024-04-27 15:32:36.756756,CH,Organic,18,3,2409.74,2025-12-20 11:22:07.225445,2024-12-15 14:58:09.817963,192,1
USR_1162,6f51b02badd30b99,86ea8092e93457b7,2024-04-28 09:04:51.891891,CH,Paid Search,25,3,2135.87,2025-03-24 17:33:25.601120,2024-12-14 09:23:43.724744,463,1
USR_1163,02951409ea1d2d15,7409150a0faa5a7b,2024-04-29 02:37:07.027027,NL,Social Media,54,7,5271.05,2026-03-31 03:58:47.985597,2024-05-02 17:08:39.223844,91,0
USR_1164,29b9c1158cdda6aa,bd519243aade60c5,2024-04-29 20:09:22.162162,DE,Organic,49,2,1371.15,2026-05-23 03:39:29.993998,2025-11-15 06:23:58.847769,38,0
USR_1165,5719a377ef1a00ef,6d13625a369fab8f,2024-04-30 13:41:37.297297,UK,Referral,60,7,5915.47,2026-01-14 15:31:17.415483,2024-04-20 09:24:18.291658,167,0
USR_1166,4e2b41011920cfbb,7d99923188033a89,2024-05-01 07:13:52.432432,NL,Referral,54,2,863.74,2026-05-08 08:46:16.875375,2024-03-17 05:47:06.565313,53,0
USR_1167,1bb10d18f040a176,a44638b7405739b6,2024-05-02 00:46:07.567567,DE,Paid Search,21,5,3514.45,2026-05-14 16:51:56.783356,2025-08-16 18:49:45.717143,47,0
USR_1168,1cbb58a115745241,94dedae9e4d5fe95,2024-05-02 18:18:22.702702,DE,Organic,47,4,2775.83,2026-03-01 22:39:20.632126,2024-03-03 16:28:19.539907,121,0
USR_1169,e33fc9bbf4a54653,d2ec8e4367a48feb,2024-05-03 11:50:37.837837,CH,Organic,23,2,1527.86,2026-05-10 03:01:11.294258,2024-09-02 09:51:40.220044,51,0
USR_1170,286e9f89f49f000d,408fa6cd8e0ec219,2024-05-04 05:22:52.972972,CH,Social Media,63,10,6064.32,2026-06-03 18:29:53.158631,2024-07-01 05:08:30.582116,27,0
USR_1171,621a962d33a85976,3a910481bd521d56,2024-05-04 22:55:08.108108,DE,Email,36,2,1526.97,2025-10-22 20:29:43.076615,2025-07-05 04:25:00.780156,251,1
USR_1172,df1bbabf3579c659,778018a9bd58189f,2024-05-05 16:27:23.243243,NL,Social Media,49,2,964.31,2025-02-04 03:29:59.639927,2024-02-03 11:08:52.186437,511,1
USR_1173,5a54b206eb3fabac,008ce7482c1a394d,2024-05-06 09:59:38.378378,DE,Organic,26,0,0.0,,,999,1
USR_1174,c0b5e42af377c2e2,23be5d2d05688a1e,2024-05-07 03:31:53.513513,CH,Social Media,29,7,5929.81,2025-08-07 15:08:14.738947,2024-03-21 02:43:54.286857,327,1
USR_1175,7390fa60d545ba15,6a06bd7036d09eda,2024-05-07 21:04:08.648648,DE,Paid Search,28,1,1247.82,2024-05-04 19:50:32.526505,2024-05-04 19:50:32.526505,787,1
USR_1176,4b51f7329853fd23,41d0febf456d6236,2024-05-08 14:36:23.783783,CH,Referral,63,7,6292.34,2026-03-30 06:51:20.776155,2024-06-07 06:33:46.485297,92,0
USR_1177,688dcf0c13a3d717,a4433a85b0d33d40,2024-05-09 08:08:38.918918,NL,Organic,33,2,776.76,2026-04-13 17:17:35.011002,2025-06-17 22:22:55.475095,78,0
USR_1178,00a58dc5c8f2f7e0,0e08efe7594f9076,2024-05-10 01:40:54.054054,TR,Referral,18,7,7464.7,2025-12-15 08:50:53.410682,2024-04-03 16:02:41.312262,197,1
USR_1179,7755700e093a67d6,b8007fc8c5dabe0a,2024-05-10 19:13:09.189189,DE,Paid Search,62,6,4782.32,2026-03-24 07:12:39.751950,2024-11-15 04:04:16.371274,98,0
USR_1180,20b354193afb68f6,053e2e8a74344ab3,2024-05-11 12:45:24.324324,NL,Email,38,7,5601.13,2026-04-27 06:36:22.036407,2024-02-25 19:42:11.306261,64,0
USR_1181,341ba77dfe1b9e57,45c18c4e6896bbea,2024-05-12 06:17:39.459459,DE,Paid Search,47,6,5282.21,2026-04-30 10:39:11.990398,2024-09-06 19:28:56.267253,61,0
USR_1182,8f5eafcc7052a702,db0f1817d400fe19,2024-05-12 23:49:54.594594,TR,Social Media,30,4,3318.51,2026-02-16 00:53:34.722944,2024-03-21 11:10:53.170634,134,0
USR_1183,48c085d4c76ffe6f,36856a44c3f8187d,2024-05-13 17:22:09.729729,UK,Email,51,5,4622.8,2026-06-15 17:47:15.207041,2024-09-13 07:48:05.617123,15,0
USR_1184,2b86fc1be9c69504,3e3dd1affa21b9d9,2024-05-14 10:54:24.864864,DE,Organic,21,6,4962.37,2025-12-28 22:09:40.436087,2024-03-06 03:37:11.726345,184,1
USR_1185,02685400c5a94475,139844f2cd80ea45,2024-05-15 04:26:40.000000,CH,Email,45,2,1669.05,2025-07-06 22:39:55.199039,2024-12-04 08:34:45.537107,359,1
USR_1186,bcb65ce84e12092c,44d8851bf6c862ed,2024-05-15 21:58:55.135135,UK,Social Media,55,8,6006.75,2026-01-10 05:54:01.368273,2024-05-22 18:46:35.599119,171,0
USR_1187,9364a44e8f0a6824,1babda2ae730388a,2024-05-16 15:31:10.270270,CH,Organic,48,5,2790.3,2026-04-11 06:08:42.824564,2024-05-24 00:21:01.692338,80,0
USR_1188,b494118710708568,44b604b200450439,2024-05-17 09:03:25.405405,NL,Paid Search,44,7,4889.89,2026-02-02 11:34:47.697539,2024-02-23 17:00:18.003600,148,0
USR_1189,a01fdafec155999e,2fd97ebb49b3c44b,2024-05-18 02:35:40.540540,DE,Social Media,22,3,2205.22,2025-07-30 04:20:41.528305,2024-10-08 16:10:45.249049,335,1
USR_1190,0d9a655d80036f4a,104bd0d899a4b420,2024-05-18 20:07:55.675675,DE,Organic,42,6,4460.64,2026-01-07 10:18:10.298059,2024-03-14 01:44:16.611322,174,0
USR_1191,ac95f1bc16db9221,1f7bdb3d459e6565,2024-05-19 13:40:10.810810,UK,Social Media,20,9,8278.72,2026-02-23 14:33:40.724144,2024-03-21 15:24:22.612522,127,0
USR_1192,3ee5181cd9505505,b075d62098174255,2024-05-20 07:12:25.945945,TR,Paid Search,50,8,6269.29,2026-06-12 05:17:26.369273,2024-02-12 23:17:22.048409,18,0
USR_1193,5cb71dfaef350552,0417bd4a2d45547d,2024-05-21 00:44:41.081081,CH,Social Media,21,5,3623.71,2025-04-17 07:41:10.814162,2024-03-15 11:32:12.146429,439,1
USR_1194,4941134de7036077,75d908789b2a5025,2024-05-21 18:16:56.216216,NL,Organic,42,8,4014.34,2025-07-22 06:13:36.643328,2024-06-23 15:28:24.580916,343,1
USR_1195,ef61a579c907bbed,b113d6a7f4cd4c58,2024-05-22 11:49:11.351351,NL,Referral,37,3,2952.38,2026-06-25 14:22:43.952790,2024-06-03 01:09:59.879975,5,0
USR_1196,4e79f6901bb98fad,346b1b5ddcdf3786,2024-05-23 05:21:26.486486,CH,Email,51,4,4067.1,2026-04-24 15:14:00.408081,2024-12-30 01:24:24.052810,67,0
USR_1197,e9018c5a87fec5b9,75f988e8084cd3d4,2024-05-23 22:53:41.621621,UK,Email,43,3,2324.23,2026-06-16 10:41:12.974594,2024-03-16 12:53:08.797759,14,0
USR_1198,d266161eced11706,7d7e504e5822aaa7,2024-05-24 16:25:56.756756,UK,Social Media,22,6,4989.37,2026-05-12 14:10:03.480696,2024-02-16 16:00:40.328065,49,0
USR_1199,537ced49f60ac5ce,c6ced56199e3cc7a,2024-05-25 09:58:11.891891,UK,Organic,52,4,1306.03,2026-04-28 03:43:49.245849,2025-05-20 05:43:56.447289,63,0
USR_1200,ee50ac8091f1279e,d50a696d88662961,2024-05-26 03:30:27.027027,CH,Referral,45,6,4242.57,2026-06-17 12:02:09.625925,2024-07-21 06:46:26.957391,13,0
USR_1201,34769b10a9051977,90766acad7157e22,2024-05-26 21:02:42.162162,DE,Organic,46,1,1373.34,2025-02-08 00:26:47.361472,2025-02-08 00:26:47.361472,507,1
USR_1202,c3a11a97c442fab3,ff3a4d31f4bf2352,2024-05-27 14:34:57.297297,DE,Organic,26,2,2356.38,2025-06-25 03:36:02.592518,2024-05-13 19:18:34.062812,370,1
USR_1203,7a742aa64b6f5cfd,411709bcb9ba9cda,2024-05-28 08:07:12.432432,UK,Paid Search,55,2,3054.89,2026-04-10 09:01:15.615123,2024-04-18 06:42:24.988997,81,0
USR_1204,6a5e3430a8a7d12e,a09008b619ab2b7c,2024-05-29 01:39:27.567567,CH,Paid Search,23,4,4734.54,2026-02-13 22:11:41.420284,2024-05-27 04:23:51.646329,137,0
USR_1205,22943b028f6c9dbd,4c1d70ea38f60dbb,2024-05-29 19:11:42.702702,DE,Referral,36,9,7171.62,2025-12-21 00:02:35.551110,2024-03-05 23:23:42.284456,191,1
USR_1206,0f79409a89ace749,6a6650608fcb31f8,2024-05-30 12:43:57.837837,DE,Social Media,61,10,6266.06,2026-05-22 10:45:32.226445,2024-07-02 02:15:57.791558,39,0
USR_1207,cbc1d7574b7cd0c7,5740e4643ba5a59e,2024-05-31 06:16:12.972972,CH,Paid Search,28,3,1565.35,2025-01-09 10:40:21.124224,2024-04-19 12:16:51.082216,537,1
USR_1208,750c74fb22b712d1,9de59512dcb6cebf,2024-05-31 23:48:28.108108,DE,Organic,19,7,5246.9,2026-06-28 14:12:04.464892,2025-01-08 17:46:23.356671,2,0
USR_1209,0769eb67e625664b,36d50daf7db8948d,2024-06-01 17:20:43.243243,DE,Email,64,4,4052.04,2026-06-27 08:37:38.371674,2024-04-03 20:16:10.754150,3,0
USR_1210,5e1b5c2955839034,b2b35e8bb09e4258,2024-06-02 10:52:58.378378,NL,Paid Search,61,7,6151.27,2026-06-18 09:09:36.835367,2024-08-30 01:35:20.824164,12,0
USR_1211,1748a0a3467fece4,1719d46dca2ee2b8,2024-06-03 04:25:13.513513,CH,Paid Search,61,5,4830.45,2026-03-10 09:26:53.842768,2024-03-01 09:32:56.795359,112,0
USR_1212,4d11bb2710e99349,3424cb900e967f8b,2024-06-03 21:57:28.648648,CH,Organic,26,3,2448.55,2026-03-26 01:27:34.170834,2024-03-08 02:05:35.587117,96,0
USR_1213,f62509ce4200c380,adaccbc63edb8105,2024-06-04 15:29:43.783783,DE,Referral,38,5,4307.45,2026-05-18 18:02:13.946789,2024-05-27 12:50:50.530106,43,0
USR_1214,e3977419db2c5ccf,d948697029ea14de,2024-06-05 09:01:58.918918,CH,Social Media,41,5,3189.83,2026-05-12 18:23:32.922584,2024-04-11 18:23:15.639127,49,0
USR_1215,cb7b9470254dc618,845053d7b42bc4f8,2024-06-06 02:34:14.054054,DE,Organic,51,2,1657.45,2025-11-20 00:28:13.778755,2025-10-04 21:33:40.004000,222,1
USR_1216,98e22f78848acc4a,ea901ec8e268f779,2024-06-06 20:06:29.189189,NL,Organic,39,4,2864.96,2025-10-05 14:27:37.771554,2024-08-14 01:07:41.612322,268,1
USR_1217,c7e0e4df88ee5d78,48645745a7189d93,2024-06-07 13:38:44.324324,CH,Social Media,20,4,2044.78,2026-03-30 23:45:18.543708,2024-04-14 18:12:36.151230,92,0
USR_1218,d917d1e0774c0b77,9568b013a20cb6a6,2024-06-08 07:10:59.459459,CH,Social Media,29,5,3314.41,2026-06-07 19:40:10.322064,2024-04-21 10:45:14.942988,23,0
USR_1219,4ace998ba334e2d7,3d9861db529822d0,2024-06-09 00:43:14.594594,UK,Organic,45,4,2860.5,2025-07-12 18:05:06.781356,2024-07-25 07:56:44.120824,353,1
USR_1220,943d3d57dbba148a,366d629d859ac4f8,2024-06-09 18:15:29.729729,CH,Email,47,5,4491.36,2026-04-30 02:12:13.106621,2024-02-19 11:36:31.398279,61,0
USR_1221,1e9b83ea85df0ecd,6342b4de34714b72,2024-06-10 11:47:44.864864,CH,Organic,43,4,3921.36,2025-11-03 07:06:36.799359,2024-08-05 05:53:09.517903,239,1
USR_1222,d04ec37abbac4a41,95142a0089b03c76,2024-06-11 05:20:00.000000,DE,Paid Search,38,2,2386.41,2024-10-05 16:21:24.736947,2024-09-23 00:10:04.920984,633,1
USR_1223,6fb9d26f65e9395b,01d3db8251d5d02b,2024-06-11 22:52:15.135135,NL,Email,45,4,2558.65,2025-10-26 04:46:02.472494,2024-10-21 16:49:03.948789,247,1
USR_1224,2dddf678d912abe3,6e3913852f512d76,2024-06-12 16:24:30.270270,DE,Paid Search,43,3,4666.87,2025-09-03 17:45:48.789757,2025-02-15 01:26:25.037007,300,1
USR_1225,23f28a8f6ff32d10,15f548dacce86bee,2024-06-13 09:56:45.405405,DE,Social Media,50,5,4174.28,2026-05-05 00:29:57.479495,2024-10-13 06:01:30.738147,56,0
USR_1226,a9b14109df9e82d0,a6ecd9b8a4d14278,2024-06-14 03:29:00.540540,TR,Paid Search,38,2,2390.34,2026-06-13 02:24:53.578715,2024-10-20 02:47:38.971794,17,0
USR_1227,0eaae2b809fc662a,2356642e195c8341,2024-06-14 21:01:15.675675,NL,Organic,52,3,3286.78,2025-11-22 11:37:05.965193,2024-12-03 11:27:18.327665,220,1
USR_1228,428eecd8b38bc763,cd677c7750e78a16,2024-06-15 14:33:30.810810,UK,Email,51,5,4536.94,2026-01-16 09:46:11.834366,2024-10-22 18:10:00.600120,165,0
USR_1229,9369267e6e6dd791,fae8032426292dbf,2024-06-16 08:05:45.945945,CH,Paid Search,58,3,2475.08,2025-10-22 12:02:44.192838,2024-04-21 23:25:43.268653,251,1
USR_1230,fda9c9dc2ebfc2bd,6d615a730821e45d,2024-06-17 01:38:01.081081,UK,Referral,64,1,848.8,2026-05-29 03:18:11.018203,2026-05-29 03:18:11.018203,32,0
USR_1231,910cc62d55cf96a3,50bdfc8d3eb171b2,2024-06-17 19:10:16.216216,NL,Organic,35,6,4590.29,2026-03-25 17:00:35.287057,2024-07-08 23:02:06.025205,97,0
USR_1232,ec5e95ae6fda9d61,b155a07730be779f,2024-06-18 12:42:31.351351,CH,Organic,28,3,2361.57,2026-02-06 00:04:36.535307,2024-11-26 10:27:40.652130,144,0
USR_1233,27758e699abddc31,c8563925a502aaca,2024-06-19 06:14:46.486486,NL,Organic,40,2,942.5,2024-09-22 11:29:36.595319,2024-06-19 10:04:37.975595,646,1
USR_1234,db76cd066127f3c2,d9d812cd5ea94ea9,2024-06-19 23:47:01.621621,DE,Social Media,39,2,1321.11,2024-08-25 20:11:34.218843,2024-06-17 11:36:14.114822,674,1
USR_1235,8de922d9c100802c,02e86aa104b68b9b,2024-06-20 17:19:16.756756,CH,Paid Search,34,3,2319.32,2025-11-04 16:54:32.334466,2024-10-01 06:44:08.689737,238,1
USR_1236,ca86423278b030ed,22686c1c857d6ac6,2024-06-21 10:51:31.891891,DE,Referral,22,10,8191.97,2026-06-14 03:45:50.230046,2024-07-30 18:54:56.819363,16,0
USR_1237,809ecff0753a4362,0ecab4fb63f2b250,2024-06-22 04:23:47.027027,DE,Paid Search,61,4,1502.4,2026-03-01 14:12:21.748349,2024-10-09 21:45:11.342268,121,0
USR_1238,e07e9eb2b0fa6554,88da315e19c22c14,2024-06-22 21:56:02.162162,CH,Email,28,6,4062.99,2026-05-14 04:11:28.457691,2024-06-12 17:31:59.183836,47,0
USR_1239,c23b30d68d66407a,df856873d47dd903,2024-06-23 15:28:17.297297,DE,Organic,47,0,0.0,,,999,1
USR_1240,920281318e1f0c2e,f0c62d15b8506547,2024-06-24 09:00:32.432432,TR,Referral,32,3,2701.11,2025-12-05 03:48:25.781156,2025-02-25 23:22:50.434086,207,1
USR_1241,98153c5a6739adc8,040dec2cb2f5796b,2024-06-25 02:32:47.567567,TR,Referral,44,3,1703.86,2026-03-17 10:26:31.518303,2024-06-01 02:41:36.019203,105,0
USR_1242,a6437cbf5afe9867,9bf397f2107e3098,2024-06-25 20:05:02.702702,TR,Referral,52,1,630.08,2025-05-16 17:14:07.609521,2025-05-16 17:14:07.609521,410,1
USR_1243,e51f576702b9f1e0,4dee3f982d69f2a1,2024-06-26 13:37:17.837837,NL,Referral,50,1,506.2,2025-06-11 05:50:16.683336,2025-06-11 05:50:16.683336,384,1
USR_1244,5f55449413e8ffaf,1817fa72cb7dce69,2024-06-27 07:09:32.972972,DE,Referral,37,5,2771.64,2025-08-27 20:59:40.556111,2024-03-19 21:09:28.193638,307,1
USR_1245,40cd9626b4243da1,e46b4f8c51acbf90,2024-06-28 00:41:48.108108,TR,Social Media,33,7,5441.86,2026-05-21 22:05:03.900780,2024-12-17 21:53:32.562512,40,0
USR_1246,a8fe83d8ef33c170,4f88fed5913a182a,2024-06-28 18:14:03.243243,NL,Organic,51,10,7779.14,2026-05-13 15:31:00.132026,2024-02-04 12:29:48.837767,48,0
USR_1247,49f2220f29366efa,06e07635df348876,2024-06-29 11:46:18.378378,TR,Organic,19,4,3391.99,2026-03-18 20:14:27.053410,2024-05-09 01:14:19.131826,104,0
USR_1248,7287789e3d05ae04,1953e3d434d79963,2024-06-30 05:18:33.513513,TR,Email,52,3,2445.77,2025-09-01 15:03:55.487097,2025-01-18 14:21:52.102420,302,1
USR_1249,a5550091f4b8eae1,9eaafb946f6df97d,2024-06-30 22:50:48.648648,UK,Social Media,57,4,4761.34,2026-04-07 00:44:56.219243,2024-07-21 10:59:56.399279,84,0
USR_1250,3f77e2ceb6cd782c,5935e2ab7a83b9bb,2024-07-01 16:23:03.783783,DE,Referral,45,5,4681.86,2026-04-02 19:21:09.613922,2024-07-01 13:35:29.465893,89,0
USR_1251,3d4812ffed6f7a18,785fb6316db0b8e0,2024-07-02 09:55:18.918918,NL,Paid Search,64,3,1725.46,2026-06-29 07:06:02.232446,2024-05-24 21:28:28.901780,1,0
USR_1252,1320e12708bd0c40,8e43c3a962a75cc5,2024-07-03 03:27:34.054054,UK,Organic,56,6,5299.15,2026-03-11 15:01:19.935987,2024-08-20 21:53:49.845969,111,0
USR_1253,04d77de061f13976,d61bbc9a872c9147,2024-07-03 20:59:49.189189,NL,Organic,23,3,2391.88,2026-04-11 01:55:13.382676,2024-02-27 01:16:37.399479,80,0
USR_1254,4645bb267fd10b5a,23ebc38052d5913a,2024-07-04 14:32:04.324324,DE,Social Media,26,4,2578.63,2026-05-06 01:50:54.130826,2025-06-26 17:37:27.569513,55,0
USR_1255,9b2120e4341fce1e,8211b062f3d2bfc5,2024-07-05 08:04:19.459459,CH,Paid Search,37,6,4988.67,2026-04-22 12:32:07.105421,2024-02-14 13:18:47.025405,69,0
USR_1256,5ce11d09edc8029c,bb7fbabfe1a57252,2024-07-06 01:36:34.594594,TR,Organic,18,1,449.86,2025-06-27 06:17:55.895179,2025-06-27 06:17:55.895179,368,1
USR_1257,2830d9b8a95defa1,4be703cff309d3e3,2024-07-06 19:08:49.729729,CH,Paid Search,25,3,2395.28,2026-06-20 16:04:59.579915,2026-03-26 05:41:03.612722,10,0
USR_1258,84e1477a4f408955,1b945cea062e0e1c,2024-07-07 12:41:04.864864,CH,Organic,40,1,850.39,2025-07-05 17:05:29.105821,2025-07-05 17:05:29.105821,360,1
USR_1259,607b90e828649ac6,7445f64a8307dc31,2024-07-08 06:13:20.000000,DE,Social Media,20,4,2684.49,2025-11-20 08:55:12.662532,2025-06-02 14:49:14.030806,222,1
USR_1260,b632b119c9f6f29d,d5abda50a9deca70,2024-07-08 23:45:35.135135,CH,Organic,21,1,1206.8,2025-09-18 12:39:01.908381,2025-09-18 12:39:01.908381,285,1
USR_1261,c8aa661c06d6ef36,b007c47702da0599,2024-07-09 17:17:50.270270,TR,Referral,42,4,1818.82,2026-06-06 22:32:43.112622,2024-03-19 08:28:59.867973,24,0
USR_1262,9a968bebac0b2fd1,807afb0eb128788b,2024-07-10 10:50:05.405405,DE,Paid Search,64,2,1821.92,2025-05-28 16:31:29.657931,2025-03-02 21:40:34.806961,398,1
USR_1263,6d330cc5d8846a8e,69642f59d957329b,2024-07-11 04:22:20.540540,NL,Paid Search,55,2,1788.28,2024-09-23 12:50:33.246649,2024-08-16 12:16:33.798759,645,1
USR_1264,3b8298af52e4d1d9,82d5f06e2435fbde,2024-07-11 21:54:35.675675,UK,Organic,32,6,5573.02,2026-01-24 20:33:45.045009,2024-02-03 23:49:20.512102,157,0
USR_1265,de7ee11ffec6049e,3096da616e8a58ae,2024-07-12 15:26:50.810810,CH,Organic,38,7,6054.72,2026-06-06 14:05:44.228845,2024-02-11 17:42:55.955191,24,0
USR_1266,8d35e286457c02b5,8554e24fbd56506e,2024-07-13 08:59:05.945945,CH,Paid Search,52,4,2899.54,2026-03-07 18:04:32.214442,2024-07-29 09:07:01.284256,115,0
USR_1267,e65f9873630cf804,9e720fada8107dd1,2024-07-14 02:31:21.081081,CH,Paid Search,63,3,2649.88,2025-06-25 16:16:30.918183,2024-09-25 11:18:57.107421,370,1
USR_1268,52d42f00727a5486,4e236db82bac1972,2024-07-14 20:03:36.216216,NL,Social Media,31,6,6479.15,2025-08-05 12:26:21.436287,2024-06-28 17:59:38.395679,329,1
USR_1269,a104234e29daac7b,2ab423d0226fbba4,2024-07-15 13:35:51.351351,DE,Organic,53,6,4264.53,2026-01-04 06:15:20.344068,2024-03-25 08:07:40.892178,177,0
USR_1270,2b04bc9e76d9a6ff,3da715fc19d1f88e,2024-07-16 07:08:06.486486,UK,Social Media,29,8,7041.93,2026-06-29 15:33:01.116223,2024-02-21 22:45:23.584716,1,0
USR_1271,b80ca52d8f249dbc,3ad84b03e2ce79e3,2024-07-17 00:40:21.621621,UK,Referral,34,2,1235.53,2025-09-17 07:04:35.815163,2024-11-10 01:33:02.556511,286,1
USR_1272,5c7d166301c2c651,a6c7809fb10c22b6,2024-07-17 18:12:36.756756,UK,Referral,56,5,4509.5,2026-01-29 10:24:30.534106,2024-11-29 01:50:02.280456,152,0
USR_1273,ff78268618e78f24,2b7cd6daa5a43a6f,2024-07-18 11:44:51.891891,TR,Organic,26,3,3534.89,2026-01-21 03:50:26.765353,2024-02-08 13:40:06.001200,160,0
USR_1274,007504a13829d8c3,c7b0950afb51d492,2024-07-19 05:17:07.027027,NL,Paid Search,52,4,2210.65,2026-06-18 04:56:07.393478,2024-05-16 19:07:54.574914,12,0
USR_1275,f2e3e0bdee19329c,cd4f6482553d3679,2024-07-19 22:49:22.162162,NL,Organic,30,6,3217.88,2026-02-15 07:59:36.955391,2024-08-18 02:17:58.775755,135,0
USR_1276,fc5541e462841eda,34b31394d21e88d5,2024-07-20 16:21:37.297297,UK,Organic,32,3,2461.48,2026-06-12 22:11:24.136827,2024-06-04 10:57:55.415083,18,0
USR_1277,c4ea3846075039a2,351d5498372f27d6,2024-07-21 09:53:52.432432,CH,Email,35,6,4867.62,2025-12-12 04:48:03.456691,2024-02-13 07:44:20.932186,200,1
USR_1278,b7140daa2fb41348,1174d132fe2cc29e,2024-07-22 03:26:07.567567,CH,Organic,50,3,1849.1,2026-06-28 09:58:35.023004,2024-02-26 08:22:39.631926,2,0
USR_1279,60e8c79033354409,da0d7e7809d98e5d,2024-07-22 20:58:22.702702,UK,Paid Search,23,1,1109.11,2024-02-23 00:06:20.236047,2024-02-23 00:06:20.236047,858,1
USR_1280,574b30a5cced7a79,6cc4e5a81b1df0f0,2024-07-23 14:30:37.837837,UK,Social Media,44,3,1262.35,2026-05-02 04:54:06.409281,2025-02-18 01:15:45.549109,59,0
USR_1281,69ea0a8df03820ec,3b62869fd5b11177,2024-07-24 08:02:52.972972,NL,Social Media,40,5,5828.27,2026-04-09 20:20:47.289457,2024-06-28 05:19:10.070014,82,0
USR_1282,bb82df2dbffa1a10,42c10a6cbea0c907,2024-07-25 01:35:08.108108,NL,Social Media,44,10,10357.2,2026-06-20 07:38:00.696139,2024-02-23 04:19:49.677935,10,0
USR_1283,e988584ba9635c5d,0a81c835bca4813e,2024-07-25 19:07:23.243243,DE,Organic,51,3,2689.43,2026-01-09 13:00:03.600720,2025-01-28 06:43:51.406281,172,0
USR_1284,002a015d288282e2,4cb3a3969ff1725e,2024-07-26 12:39:38.378378,CH,Paid Search,63,5,5698.54,2026-06-25 05:55:45.069013,2024-06-12 13:18:29.741948,5,0
USR_1285,e882f509093e3b6a,a5a174936b124bfa,2024-07-27 06:11:53.513513,DE,Paid Search,55,2,680.88,2026-02-09 21:01:24.256851,2025-12-07 14:57:17.967593,141,0
