item_id,order_id,product_id,quantity,unit_price,discount
ITM_2091,ORD_11071,PRD_136,1,490.78,0.0
ITM_2092,ORD_11072,PRD_110,1,68.9,0.2
ITM_2093,ORD_11073,PRD_118,2,247.2,0.05
ITM_2094,ORD_11073,PRD_137,1,202.01,0.05
ITM_2095,ORD_11074,PRD_117,1,357.97,0.2
ITM_2096,ORD_11074,PRD_108,1,488.25,0.0
ITM_2097,ORD_11074,PRD_131,2,479.39,0.2
ITM_2098,ORD_11075,PRD_141,2,490.78,0.1
ITM_2099,ORD_11076,PRD_105,1,440.05,0.05
ITM_2100,ORD_11077,PRD_134,1,91.22,0.1
ITM_2101,ORD_11077,PRD_106,2,342.0,0.0
ITM_2102,ORD_11077,PRD_125,2,82.01,0.0
ITM_2103,ORD_11078,PRD_114,1,425.06,0.0
ITM_2104,ORD_11079,PRD_128,1,274.02,0.05
ITM_2105,ORD_11080,PRD_106,1,342.0,0.05
ITM_2106,ORD_11081,PRD_103,2,370.74,0.2
ITM_2107,ORD_11081,PRD_145,1,243.68,0.0
ITM_2108,ORD_11081,PRD_147,2,286.89,0.0
ITM_2109,ORD_11082,PRD_106,1,342.0,0.0
ITM_2110,ORD_11082,PRD_119,1,38.34,0.0
ITM_2111,ORD_11082,PRD_144,1,483.86,0.05
ITM_2112,ORD_11083,PRD_112,1,324.51,0.0
ITM_2113,ORD_11084,PRD_113,2,334.87,0.0
ITM_2114,ORD_11084,PRD_132,1,475.04,0.1
ITM_2115,ORD_11085,PRD_146,1,234.53,0.0
ITM_2116,ORD_11086,PRD_119,2,38.34,0.05
ITM_2117,ORD_11086,PRD_139,1,490.76,0.05
ITM_2118,ORD_11086,PRD_114,1,425.06,0.05
ITM_2119,ORD_11087,PRD_103,1,370.74,0.05
ITM_2120,ORD_11087,PRD_115,1,416.58,0.0
ITM_2121,ORD_11088,PRD_138,2,106.49,0.05
ITM_2122,ORD_11089,PRD_142,1,368.74,0.0
ITM_2123,ORD_11089,PRD_104,1,301.61,0.05
ITM_2124,ORD_11090,PRD_148,1,15.93,0.0
ITM_2125,ORD_11090,PRD_144,2,483.86,0.0
ITM_2126,ORD_11091,PRD_135,1,449.86,0.0
ITM_2127,ORD_11091,PRD_105,2,440.05,0.05
ITM_2128,ORD_11092,PRD_139,1,490.76,0.0
ITM_2129,ORD_11092,PRD_117,1,357.97,0.0
ITM_2130,ORD_11092,PRD_109,2,47.43,0.2
ITM_2131,ORD_11093,PRD_132,1,475.04,0.0
ITM_2132,ORD_11094,PRD_109,1,47.43,0.1
ITM_2133,ORD_11095,PRD_124,2,425.13,0.0
ITM_2134,ORD_11096,PRD_144,2,483.86,0.0
ITM_2135,ORD_11096,PRD_130,1,319.15,0.0
ITM_2136,ORD_11097,PRD_147,2,286.89,0.2
ITM_2137,ORD_11098,PRD_129,1,348.15,0.0
ITM_2138,ORD_11098,PRD_143,1,480.47,0.1
ITM_2139,ORD_11099,PRD_125,1,82.01,0.0
ITM_2140,ORD_11099,PRD_110,1,68.9,0.0
ITM_2141,ORD_11100,PRD_111,1,177.48,0.0
ITM_2142,ORD_11100,PRD_101,1,195.76,0.0
ITM_2143,ORD_11101,PRD_144,2,483.86,0.0
ITM_2144,ORD_11102,PRD_129,2,348.15,0.0
ITM_2145,ORD_11103,PRD_144,1,483.86,0.0
ITM_2146,ORD_11103,PRD_116,2,205.02,0.0
ITM_2147,ORD_11104,PRD_127,2,406.83,0.0
ITM_2148,ORD_11105,PRD_101,2,195.76,0.0
ITM_2149,ORD_11105,PRD_140,2,234.89,0.0
ITM_2150,ORD_11106,PRD_139,2,490.76,0.1
ITM_2151,ORD_11107,PRD_147,2,286.89,0.05
ITM_2152,ORD_11108,PRD_144,2,483.86,0.0
ITM_2153,ORD_11108,PRD_147,2,286.89,0.05
ITM_2154,ORD_11109,PRD_131,2,479.39,0.0
ITM_2155,ORD_11109,PRD_117,2,357.97,0.0
ITM_2156,ORD_11110,PRD_147,2,286.89,0.0
ITM_2157,ORD_11110,PRD_130,1,319.15,0.2
ITM_2158,ORD_11110,PRD_136,2,490.78,0.2
ITM_2159,ORD_11111,PRD_112,1,324.51,0.05
ITM_2160,ORD_11112,PRD_116,2,205.02,0.1
ITM_2161,ORD_11113,PRD_138,2,106.49,0.0
ITM_2162,ORD_11114,PRD_146,1,234.53,0.0
ITM_2163,ORD_11115,PRD_141,2,490.78,0.0
ITM_2164,ORD_11116,PRD_139,2,490.76,0.0
ITM_2165,ORD_11117,PRD_117,1,357.97,0.0
ITM_2166,ORD_11117,PRD_107,1,140.95,0.0
ITM_2167,ORD_11118,PRD_114,1,425.06,0.0
ITM_2168,ORD_11118,PRD_131,2,479.39,0.05
ITM_2169,ORD_11118,PRD_109,2,47.43,0.05
ITM_2170,ORD_11119,PRD_142,2,368.74,0.1
ITM_2171,ORD_11119,PRD_110,2,68.9,0.0
ITM_2172,ORD_11119,PRD_102,2,70.94,0.0
ITM_2173,ORD_11120,PRD_118,2,247.2,0.0
ITM_2174,ORD_11121,PRD_146,2,234.53,0.1
ITM_2175,ORD_11121,PRD_122,1,390.69,0.0
ITM_2176,ORD_11121,PRD_131,2,479.39,0.1
ITM_2177,ORD_11122,PRD_150,2,32.57,0.05
ITM_2178,ORD_11122,PRD_116,2,205.02,0.05
ITM_2179,ORD_11123,PRD_109,2,47.43,0.05
ITM_2180,ORD_11123,PRD_110,1,68.9,0.05
ITM_2181,ORD_11124,PRD_102,2,70.94,0.1
ITM_2182,ORD_11124,PRD_129,1,348.15,0.0
ITM_2183,ORD_11125,PRD_102,2,70.94,0.0
ITM_2184,ORD_11126,PRD_123,1,105.96,0.2
ITM_2185,ORD_11126,PRD_105,1,440.05,0.0
ITM_2186,ORD_11126,PRD_123,1,105.96,0.2
ITM_2187,ORD_11127,PRD_110,2,68.9,0.0
ITM_2188,ORD_11127,PRD_143,1,480.47,0.0
ITM_2189,ORD_11128,PRD_113,2,334.87,0.0
ITM_2190,ORD_11128,PRD_140,1,234.89,0.0
ITM_2191,ORD_11129,PRD_104,2,301.61,0.05
ITM_2192,ORD_11130,PRD_112,1,324.51,0.0
ITM_2193,ORD_11130,PRD_132,1,475.04,0.0
ITM_2194,ORD_11130,PRD_122,2,390.69,0.2
ITM_2195,ORD_11131,PRD_148,1,15.93,0.05
ITM_2196,ORD_11132,PRD_125,2,82.01,0.2
ITM_2197,ORD_11132,PRD_102,2,70.94,0.0
ITM_2198,ORD_11133,PRD_117,1,357.97,0.1
ITM_2199,ORD_11133,PRD_126,2,200.2,0.0
ITM_2200,ORD_11133,PRD_138,1,106.49,0.0
ITM_2201,ORD_11134,PRD_139,2,490.76,0.0
ITM_2202,ORD_11135,PRD_113,2,334.87,0.05
ITM_2203,ORD_11136,PRD_117,2,357.97,0.1
ITM_2204,ORD_11136,PRD_148,1,15.93,0.0
ITM_2205,ORD_11137,PRD_117,2,357.97,0.0
ITM_2206,ORD_11137,PRD_110,1,68.9,0.05
ITM_2207,ORD_11137,PRD_119,1,38.34,0.0
ITM_2208,ORD_11138,PRD_142,1,368.74,0.05
ITM_2209,ORD_11138,PRD_120,1,127.19,0.0
ITM_2210,ORD_11138,PRD_110,2,68.9,0.0
ITM_2211,ORD_11139,PRD_116,2,205.02,0.0
ITM_2212,ORD_11139,PRD_137,2,202.01,0.0
ITM_2213,ORD_11139,PRD_105,2,440.05,0.05
ITM_2214,ORD_11140,PRD_134,1,91.22,0.0
ITM_2215,ORD_11140,PRD_125,1,82.01,0.0
ITM_2216,ORD_11140,PRD_124,2,425.13,0.0
ITM_2217,ORD_11141,PRD_110,1,68.9,0.0
ITM_2218,ORD_11141,PRD_102,2,70.94,0.0
ITM_2219,ORD_11141,PRD_128,2,274.02,0.1
ITM_2220,ORD_11142,PRD_113,1,334.87,0.05
ITM_2221,ORD_11142,PRD_116,2,205.02,0.0
ITM_2222,ORD_11142,PRD_133,1,277.96,0.05
ITM_2223,ORD_11143,PRD_135,1,449.86,0.0
ITM_2224,ORD_11143,PRD_106,1,342.0,0.0
ITM_2225,ORD_11144,PRD_150,1,32.57,0.05
ITM_2226,ORD_11144,PRD_145,1,243.68,0.0
ITM_2227,ORD_11145,PRD_141,2,490.78,0.2
ITM_2228,ORD_11145,PRD_124,2,425.13,0.05
ITM_2229,ORD_11146,PRD_139,1,490.76,0.1
ITM_2230,ORD_11147,PRD_130,2,319.15,0.2
ITM_2231,ORD_11148,PRD_130,2,319.15,0.0
ITM_2232,ORD_11149,PRD_138,2,106.49,0.1
ITM_2233,ORD_11149,PRD_135,1,449.86,0.05
ITM_2234,ORD_11149,PRD_140,1,234.89,0.1
ITM_2235,ORD_11150,PRD_128,1,274.02,0.2
ITM_2236,ORD_11150,PRD_139,1,490.76,0.2
ITM_2237,ORD_11150,PRD_149,2,194.72,0.2
ITM_2238,ORD_11151,PRD_122,2,390.69,0.0
ITM_2239,ORD_11151,PRD_118,1,247.2,0.0
ITM_2240,ORD_11151,PRD_139,2,490.76,0.0
ITM_2241,ORD_11152,PRD_121,1,276.8,0.2
ITM_2242,ORD_11153,PRD_119,2,38.34,0.2
ITM_2243,ORD_11154,PRD_106,2,342.0,0.0
ITM_2244,ORD_11155,PRD_119,2,38.34,0.05
ITM_2245,ORD_11156,PRD_144,2,483.86,0.0
ITM_2246,ORD_11156,PRD_146,2,234.53,0.2
ITM_2247,ORD_11156,PRD_108,2,488.25,0.0
ITM_2248,ORD_11157,PRD_103,1,370.74,0.0
ITM_2249,ORD_11157,PRD_105,2,440.05,0.0
ITM_2250,ORD_11157,PRD_132,1,475.04,0.0
ITM_2251,ORD_11158,PRD_108,2,488.25,0.0
ITM_2252,ORD_11159,PRD_119,1,38.34,0.1
ITM_2253,ORD_11160,PRD_126,2,200.2,0.1
ITM_2254,ORD_11160,PRD_149,1,194.72,0.05
ITM_2255,ORD_11160,PRD_126,2,200.2,0.05
ITM_2256,ORD_11161,PRD_124,1,425.13,0.0
ITM_2257,ORD_11161,PRD_106,2,342.0,0.0
ITM_2258,ORD_11161,PRD_131,2,479.39,0.0
ITM_2259,ORD_11162,PRD_119,2,38.34,0.0
ITM_2260,ORD_11163,PRD_112,2,324.51,0.0
ITM_2261,ORD_11164,PRD_140,2,234.89,0.0
ITM_2262,ORD_11165,PRD_119,2,38.34,0.2
ITM_2263,ORD_11165,PRD_101,1,195.76,0.0
ITM_2264,ORD_11166,PRD_103,1,370.74,0.0
ITM_2265,ORD_11166,PRD_113,2,334.87,0.05
ITM_2266,ORD_11167,PRD_101,2,195.76,0.0
ITM_2267,ORD_11168,PRD_119,1,38.34,0.0
ITM_2268,ORD_11168,PRD_112,2,324.51,0.05
ITM_2269,ORD_11169,PRD_140,1,234.89,0.05
ITM_2270,ORD_11170,PRD_109,1,47.43,0.2
ITM_2271,ORD_11171,PRD_122,1,390.69,0.0
ITM_2272,ORD_11172,PRD_126,2,200.2,0.0
ITM_2273,ORD_11172,PRD_112,2,324.51,0.0
ITM_2274,ORD_11172,PRD_117,1,357.97,0.05
ITM_2275,ORD_11173,PRD_119,2,38.34,0.0
ITM_2276,ORD_11174,PRD_146,1,234.53,0.05
ITM_2277,ORD_11175,PRD_123,2,105.96,0.2
ITM_2278,ORD_11175,PRD_119,1,38.34,0.0
ITM_2279,ORD_11175,PRD_108,1,488.25,0.0
ITM_2280,ORD_11176,PRD_140,1,234.89,0.0
ITM_2281,ORD_11176,PRD_117,1,357.97,0.0
ITM_2282,ORD_11177,PRD_139,1,490.76,0.0
ITM_2283,ORD_11178,PRD_111,2,177.48,0.0
ITM_2284,ORD_11178,PRD_120,1,127.19,0.05
ITM_2285,ORD_11179,PRD_129,1,348.15,0.05
ITM_2286,ORD_11179,PRD_132,1,475.04,0.0
ITM_2287,ORD_11180,PRD_127,1,406.83,0.05
ITM_2288,ORD_11180,PRD_138,2,106.49,0.0
ITM_2289,ORD_11180,PRD_113,1,334.87,0.0
ITM_2290,ORD_11181,PRD_124,2,425.13,0.05
ITM_2291,ORD_11182,PRD_105,2,440.05,0.0
ITM_2292,ORD_11183,PRD_114,1,425.06,0.0
ITM_2293,ORD_11183,PRD_127,2,406.83,0.0
ITM_2294,ORD_11184,PRD_137,1,202.01,0.05
ITM_2295,ORD_11185,PRD_147,2,286.89,0.0
ITM_2296,ORD_11185,PRD_104,2,301.61,0.0
ITM_2297,ORD_11186,PRD_110,2,68.9,0.0
ITM_2298,ORD_11187,PRD_126,2,200.2,0.0
ITM_2299,ORD_11187,PRD_110,1,68.9,0.0
ITM_2300,ORD_11187,PRD_111,1,177.48,0.0
ITM_2301,ORD_11188,PRD_120,1,127.19,0.05
ITM_2302,ORD_11188,PRD_134,2,91.22,0.0
ITM_2303,ORD_11188,PRD_138,1,106.49,0.2
ITM_2304,ORD_11189,PRD_139,2,490.76,0.05
ITM_2305,ORD_11190,PRD_111,2,177.48,0.0
ITM_2306,ORD_11190,PRD_130,1,319.15,0.05
ITM_2307,ORD_11190,PRD_140,2,234.89,0.0
ITM_2308,ORD_11191,PRD_119,2,38.34,0.0
ITM_2309,ORD_11192,PRD_111,2,177.48,0.05
ITM_2310,ORD_11193,PRD_146,2,234.53,0.0
ITM_2311,ORD_11193,PRD_138,2,106.49,0.0
ITM_2312,ORD_11194,PRD_112,2,324.51,0.0
ITM_2313,ORD_11195,PRD_114,1,425.06,0.1
ITM_2314,ORD_11195,PRD_135,1,449.86,0.2
ITM_2315,ORD_11196,PRD_105,2,440.05,0.05
ITM_2316,ORD_11197,PRD_123,2,105.96,0.0
ITM_2317,ORD_11197,PRD_136,1,490.78,0.0
ITM_2318,ORD_11198,PRD_146,2,234.53,0.0
ITM_2319,ORD_11198,PRD_122,1,390.69,0.0
ITM_2320,ORD_11198,PRD_129,2,348.15,0.05
ITM_2321,ORD_11199,PRD_105,2,440.05,0.1
ITM_2322,ORD_11199,PRD_131,2,479.39,0.0
ITM_2323,ORD_11199,PRD_117,2,357.97,0.0
ITM_2324,ORD_11200,PRD_139,2,490.76,0.0
ITM_2325,ORD_11201,PRD_136,2,490.78,0.0
ITM_2326,ORD_11201,PRD_110,1,68.9,0.0
ITM_2327,ORD_11201,PRD_134,2,91.22,0.1
ITM_2328,ORD_11202,PRD_138,1,106.49,0.05
ITM_2329,ORD_11203,PRD_148,1,15.93,0.0
ITM_2330,ORD_11203,PRD_150,1,32.57,0.0
ITM_2331,ORD_11204,PRD_105,2,440.05,0.0
ITM_2332,ORD_11204,PRD_128,1,274.02,0.0
ITM_2333,ORD_11204,PRD_133,1,277.96,0.2
ITM_2334,ORD_11205,PRD_143,1,480.47,0.0
ITM_2335,ORD_11206,PRD_102,2,70.94,0.05
ITM_2336,ORD_11206,PRD_111,1,177.48,0.0
ITM_2337,ORD_11206,PRD_120,2,127.19,0.0
ITM_2338,ORD_11207,PRD_137,1,202.01,0.0
ITM_2339,ORD_11208,PRD_115,1,416.58,0.05
ITM_2340,ORD_11208,PRD_132,1,475.04,0.2
ITM_2341,ORD_11209,PRD_134,2,91.22,0.0
ITM_2342,ORD_11210,PRD_110,1,68.9,0.0
ITM_2343,ORD_11210,PRD_142,2,368.74,0.0
ITM_2344,ORD_11210,PRD_127,2,406.83,0.05
ITM_2345,ORD_11211,PRD_105,1,440.05,0.0
ITM_2346,ORD_11211,PRD_112,1,324.51,0.0
ITM_2347,ORD_11212,PRD_139,1,490.76,0.1
ITM_2348,ORD_11212,PRD_134,2,91.22,0.0
ITM_2349,ORD_11213,PRD_150,2,32.57,0.0
ITM_2350,ORD_11214,PRD_134,2,91.22,0.05
ITM_2351,ORD_11214,PRD_115,1,416.58,0.1
ITM_2352,ORD_11215,PRD_119,1,38.34,0.05
ITM_2353,ORD_11215,PRD_133,1,277.96,0.0
ITM_2354,ORD_11216,PRD_140,1,234.89,0.0
ITM_2355,ORD_11216,PRD_108,1,488.25,0.0
ITM_2356,ORD_11216,PRD_141,2,490.78,0.0
ITM_2357,ORD_11217,PRD_149,1,194.72,0.0
ITM_2358,ORD_11218,PRD_122,2,390.69,0.0
ITM_2359,ORD_11218,PRD_101,2,195.76,0.0
ITM_2360,ORD_11219,PRD_119,1,38.34,0.05
ITM_2361,ORD_11219,PRD_104,1,301.61,0.0
ITM_2362,ORD_11220,PRD_128,2,274.02,0.2
ITM_2363,ORD_11220,PRD_141,2,490.78,0.1
ITM_2364,ORD_11220,PRD_144,1,483.86,0.0
ITM_2365,ORD_11221,PRD_146,2,234.53,0.2
ITM_2366,ORD_11221,PRD_125,1,82.01,0.0
ITM_2367,ORD_11222,PRD_133,1,277.96,0.0
ITM_2368,ORD_11223,PRD_137,2,202.01,0.0
ITM_2369,ORD_11223,PRD_102,1,70.94,0.05
ITM_2370,ORD_11223,PRD_149,2,194.72,0.05
ITM_2371,ORD_11224,PRD_109,1,47.43,0.1
ITM_2372,ORD_11225,PRD_140,2,234.89,0.0
ITM_2373,ORD_11226,PRD_112,1,324.51,0.1
ITM_2374,ORD_11227,PRD_124,2,425.13,0.0
ITM_2375,ORD_11227,PRD_108,2,488.25,0.0
ITM_2376,ORD_11227,PRD_149,2,194.72,0.0
ITM_2377,ORD_11228,PRD_102,1,70.94,0.0
ITM_2378,ORD_11228,PRD_128,2,274.02,0.0
ITM_2379,ORD_11228,PRD_123,2,105.96,0.0
ITM_2380,ORD_11229,PRD_139,2,490.76,0.2
ITM_2381,ORD_11230,PRD_138,2,106.49,0.1
ITM_2382,ORD_11231,PRD_133,2,277.96,0.0
ITM_2383,ORD_11231,PRD_136,2,490.78,0.0
ITM_2384,ORD_11232,PRD_145,1,243.68,0.0
ITM_2385,ORD_11232,PRD_147,2,286.89,0.1
ITM_2386,ORD_11233,PRD_106,1,342.0,0.0
ITM_2387,ORD_11234,PRD_148,1,15.93,0.1
ITM_2388,ORD_11235,PRD_106,1,342.0,0.0
ITM_2389,ORD_11236,PRD_101,1,195.76,0.05
ITM_2390,ORD_11236,PRD_138,1,106.49,0.0
ITM_2391,ORD_11236,PRD_103,2,370.74,0.05
ITM_2392,ORD_11237,PRD_141,1,490.78,0.0
ITM_2393,ORD_11238,PRD_146,2,234.53,0.05
ITM_2394,ORD_11238,PRD_121,2,276.8,0.1
ITM_2395,ORD_11238,PRD_142,2,368.74,0.0
ITM_2396,ORD_11239,PRD_127,2,406.83,0.0
ITM_2397,ORD_11239,PRD_105,1,440.05,0.0
ITM_2398,ORD_11239,PRD_102,2,70.94,0.0
ITM_2399,ORD_11240,PRD_104,2,301.61,0.0
ITM_2400,ORD_11240,PRD_104,2,301.61,0.05
ITM_2401,ORD_11240,PRD_129,2,348.15,0.05
ITM_2402,ORD_11241,PRD_114,2,425.06,0.0
ITM_2403,ORD_11242,PRD_128,2,274.02,0.05
ITM_2404,ORD_11242,PRD_133,2,277.96,0.0
ITM_2405,ORD_11242,PRD_109,1,47.43,0.0
ITM_2406,ORD_11243,PRD_106,2,342.0,0.0
ITM_2407,ORD_11244,PRD_129,1,348.15,0.0
ITM_2408,ORD_11245,PRD_120,1,127.19,0.05
ITM_2409,ORD_11245,PRD_132,2,475.04,0.0
ITM_2410,ORD_11245,PRD_123,1,105.96,0.0
ITM_2411,ORD_11246,PRD_121,1,276.8,0.0
ITM_2412,ORD_11247,PRD_150,1,32.57,0.0
ITM_2413,ORD_11248,PRD_112,1,324.51,0.2
ITM_2414,ORD_11248,PRD_110,2,68.9,0.0
ITM_2415,ORD_11249,PRD_103,1,370.74,0.0
ITM_2416,ORD_11249,PRD_121,1,276.8,0.05
ITM_2417,ORD_11249,PRD_142,2,368.74,0.05
ITM_2418,ORD_11250,PRD_107,1,140.95,0.05
ITM_2419,ORD_11250,PRD_121,1,276.8,0.05
ITM_2420,ORD_11251,PRD_126,1,200.2,0.0
ITM_2421,ORD_11251,PRD_140,2,234.89,0.05
ITM_2422,ORD_11252,PRD_110,1,68.9,0.0
ITM_2423,ORD_11252,PRD_108,1,488.25,0.0
ITM_2424,ORD_11252,PRD_114,2,425.06,0.2
ITM_2425,ORD_11253,PRD_132,2,475.04,0.1
ITM_2426,ORD_11253,PRD_129,2,348.15,0.0
ITM_2427,ORD_11253,PRD_130,2,319.15,0.05
ITM_2428,ORD_11254,PRD_102,2,70.94,0.2
ITM_2429,ORD_11254,PRD_146,1,234.53,0.2
ITM_2430,ORD_11254,PRD_130,2,319.15,0.0
ITM_2431,ORD_11255,PRD_150,1,32.57,0.1
ITM_2432,ORD_11255,PRD_138,2,106.49,0.0
ITM_2433,ORD_11255,PRD_143,2,480.47,0.0
ITM_2434,ORD_11256,PRD_113,1,334.87,0.0
ITM_2435,ORD_11257,PRD_116,2,205.02,0.0
ITM_2436,ORD_11257,PRD_140,1,234.89,0.2
ITM_2437,ORD_11257,PRD_131,1,479.39,0.0
ITM_2438,ORD_11258,PRD_103,1,370.74,0.2
ITM_2439,ORD_11258,PRD_105,2,440.05,0.0
ITM_2440,ORD_11259,PRD_104,1,301.61,0.0
ITM_2441,ORD_11259,PRD_107,2,140.95,0.0
ITM_2442,ORD_11259,PRD_112,2,324.51,0.0
ITM_2443,ORD_11260,PRD_121,1,276.8,0.0
ITM_2444,ORD_11260,PRD_146,2,234.53,0.05
ITM_2445,ORD_11260,PRD_136,1,490.78,0.05
ITM_2446,ORD_11261,PRD_136,1,490.78,0.0
ITM_2447,ORD_11261,PRD_134,1,91.22,0.0
ITM_2448,ORD_11262,PRD_119,2,38.34,0.0
ITM_2449,ORD_11263,PRD_137,2,202.01,0.05
ITM_2450,ORD_11263,PRD_138,1,106.49,0.0
ITM_2451,ORD_11263,PRD_120,2,127.19,0.0
ITM_2452,ORD_11264,PRD_134,1,91.22,0.0
ITM_2453,ORD_11264,PRD_107,2,140.95,0.05
ITM_2454,ORD_11264,PRD_110,1,68.9,0.05
ITM_2455,ORD_11265,PRD_113,1,334.87,0.0
ITM_2456,ORD_11266,PRD_112,2,324.51,0.05
ITM_2457,ORD_11266,PRD_145,1,243.68,0.1
ITM_2458,ORD_11266,PRD_145,2,243.68,0.0
ITM_2459,ORD_11267,PRD_143,1,480.47,0.0
ITM_2460,ORD_11267,PRD_121,2,276.8,0.05
ITM_2461,ORD_11267,PRD_122,1,390.69,0.0
ITM_2462,ORD_11268,PRD_104,1,301.61,0.05
ITM_2463,ORD_11269,PRD_108,1,488.25,0.0
ITM_2464,ORD_11269,PRD_110,2,68.9,0.0
ITM_2465,ORD_11270,PRD_105,1,440.05,0.0
ITM_2466,ORD_11270,PRD_123,1,105.96,0.0
ITM_2467,ORD_11271,PRD_114,1,425.06,0.0
ITM_2468,ORD_11271,PRD_117,1,357.97,0.05
ITM_2469,ORD_11271,PRD_148,1,15.93,0.0
ITM_2470,ORD_11272,PRD_149,2,194.72,0.0
ITM_2471,ORD_11272,PRD_130,2,319.15,0.0
ITM_2472,ORD_11272,PRD_138,1,106.49,0.05
ITM_2473,ORD_11273,PRD_139,1,490.76,0.0
ITM_2474,ORD_11273,PRD_136,1,490.78,0.05
ITM_2475,ORD_11273,PRD_136,2,490.78,0.05
ITM_2476,ORD_11274,PRD_132,1,475.04,0.0
ITM_2477,ORD_11275,PRD_115,1,416.58,0.0
ITM_2478,ORD_11275,PRD_138,2,106.49,0.0
ITM_2479,ORD_11275,PRD_141,1,490.78,0.1
ITM_2480,ORD_11276,PRD_108,1,488.25,0.2
ITM_2481,ORD_11277,PRD_150,2,32.57,0.1
ITM_2482,ORD_11277,PRD_134,1,91.22,0.0
ITM_2483,ORD_11278,PRD_142,1,368.74,0.0
ITM_2484,ORD_11278,PRD_114,1,425.06,0.0
ITM_2485,ORD_11278,PRD_141,1,490.78,0.1
ITM_2486,ORD_11279,PRD_134,1,91.22,0.05
ITM_2487,ORD_11279,PRD_140,2,234.89,0.0
ITM_2488,ORD_11280,PRD_130,1,319.15,0.2
ITM_2489,ORD_11281,PRD_113,1,334.87,0.2
ITM_2490,ORD_11281,PRD_133,1,277.96,0.0
ITM_2491,ORD_11281,PRD_107,2,140.95,0.2
ITM_2492,ORD_11282,PRD_108,2,488.25,0.1
ITM_2493,ORD_11283,PRD_107,2,140.95,0.0
ITM_2494,ORD_11283,PRD_108,2,488.25,0.1
ITM_2495,ORD_11284,PRD_120,2,127.19,0.05
ITM_2496,ORD_11284,PRD_128,2,274.02,0.0
ITM_2497,ORD_11284,PRD_117,2,357.97,0.0
ITM_2498,ORD_11285,PRD_140,1,234.89,0.05
ITM_2499,ORD_11285,PRD_101,1,195.76,0.0
ITM_2500,ORD_11286,PRD_131,1,479.39,0.1
ITM_2501,ORD_11286,PRD_126,1,200.2,0.0
ITM_2502,ORD_11287,PRD_144,2,483.86,0.2
ITM_2503,ORD_11287,PRD_149,1,194.72,0.05
ITM_2504,ORD_11288,PRD_150,1,32.57,0.0
ITM_2505,ORD_11288,PRD_123,1,105.96,0.05
ITM_2506,ORD_11289,PRD_109,1,47.43,0.1
ITM_2507,ORD_11290,PRD_132,1,475.04,0.1
ITM_2508,ORD_11290,PRD_102,2,70.94,0.05
ITM_2509,ORD_11290,PRD_148,2,15.93,0.1
ITM_2510,ORD_11291,PRD_139,2,490.76,0.0
ITM_2511,ORD_11291,PRD_143,2,480.47,0.0
ITM_2512,ORD_11292,PRD_109,2,47.43,0.0
ITM_2513,ORD_11293,PRD_128,2,274.02,0.0
ITM_2514,ORD_11293,PRD_130,1,319.15,0.2
ITM_2515,ORD_11293,PRD_119,2,38.34,0.1
ITM_2516,ORD_11294,PRD_123,2,105.96,0.05
ITM_2517,ORD_11295,PRD_140,1,234.89,0.0
ITM_2518,ORD_11295,PRD_149,2,194.72,0.0
ITM_2519,ORD_11295,PRD_111,2,177.48,0.0
ITM_2520,ORD_11296,PRD_110,2,68.9,0.1
ITM_2521,ORD_11297,PRD_106,2,342.0,0.0
ITM_2522,ORD_11298,PRD_141,1,490.78,0.1
ITM_2523,ORD_11299,PRD_110,2,68.9,0.0
ITM_2524,ORD_11299,PRD_101,1,195.76,0.05
ITM_2525,ORD_11299,PRD_147,1,286.89,0.1
ITM_2526,ORD_11300,PRD_104,1,301.61,0.05
ITM_2527,ORD_11301,PRD_134,2,91.22,0.2
ITM_2528,ORD_11302,PRD_108,1,488.25,0.0
ITM_2529,ORD_11303,PRD_149,2,194.72,0.0
ITM_2530,ORD_11303,PRD_122,2,390.69,0.0
ITM_2531,ORD_11304,PRD_109,1,47.43,0.2
ITM_2532,ORD_11304,PRD_123,2,105.96,0.0
ITM_2533,ORD_11305,PRD_137,1,202.01,0.05
ITM_2534,ORD_11305,PRD_117,1,357.97,0.0
ITM_2535,ORD_11306,PRD_148,2,15.93,0.2
ITM_2536,ORD_11307,PRD_135,1,449.86,0.0
ITM_2537,ORD_11307,PRD_131,2,479.39,0.05
ITM_2538,ORD_11308,PRD_119,2,38.34,0.05
ITM_2539,ORD_11309,PRD_131,2,479.39,0.1
ITM_2540,ORD_11310,PRD_117,2,357.97,0.0
ITM_2541,ORD_11310,PRD_101,2,195.76,0.0
ITM_2542,ORD_11311,PRD_111,2,177.48,0.0
ITM_2543,ORD_11312,PRD_102,1,70.94,0.0
ITM_2544,ORD_11312,PRD_112,2,324.51,0.05
ITM_2545,ORD_11312,PRD_124,2,425.13,0.0
ITM_2546,ORD_11313,PRD_122,2,390.69,0.0
ITM_2547,ORD_11314,PRD_150,1,32.57,0.05
ITM_2548,ORD_11315,PRD_144,2,483.86,0.05
ITM_2549,ORD_11315,PRD_136,2,490.78,0.0
ITM_2550,ORD_11316,PRD_126,2,200.2,0.05
ITM_2551,ORD_11316,PRD_143,1,480.47,0.05
ITM_2552,ORD_11317,PRD_144,2,483.86,0.2
ITM_2553,ORD_11318,PRD_125,2,82.01,0.05
ITM_2554,ORD_11319,PRD_128,1,274.02,0.1
ITM_2555,ORD_11319,PRD_149,1,194.72,0.0
